214106	J. Lopera	Colombia
176474	P. Escobar	Bolivia
191834	N. Al Shamrani	Saudi Arabia
168283	D. Perrinelle	France
190555	Mossa	Spain
165724	R. Murawski	Poland
220509	L. Venuti	Italy
236893	Rui Pedro	Portugal
190557	G. Zusi	United States
199262	Kim Young Wook	Korea Republic
214366	R. Carrascal	Colombia
160094	Y. Sanctissis	Chile
236382	M. Olivera	Uruguay
203871	V. Viola	Argentina
207711	Chuli	Spain
225375	K. Laimer	Austria
233055	D. Suzuki	Japan
190559	P. Quiñonez	Ecuador
138336	B. Holman	Australia
225632	O. Burke	Scotland
229984	B. Chilwell	England
183392	D. Pollet	Belgium
138081	M. Chrétien	Morocco
230241	Enzo Chissano	Brazil
233825	N. Leguizamón	Argentina
235873	B. Cabezas	Ecuador
187489	D. Meyler	Republic of Ireland
170082	S. Gleeson	Republic of Ireland
191842	H. Fallatah	Saudi Arabia
194146	K. Long	Republic of Ireland
230243	Breno Bemposta	Brazil
179811	B. Capon	Belgium
193891	Borja Viguera	Spain
201572	M. Korhut	Hungary
224100	D. Depetris	Slovakia
228708	L. Martínez Quarta	Argentina
176996	A. Robic	France
194916	António Filipe	Portugal
205157	Ruíz de Galarreta	Spain
205669	Luís Martins	Portugal
205158	Guillermo	Spain
210534	C. Kouakou	Ivory Coast
214118	M. Casierra	Colombia
202599	I. Coronado	Brazil
223335	L. Diarte	Argentina
229991	Fran Villalba	Spain
178023	I. Konuk	Turkey
184935	A. Bouka Moutou	Congo
193895	P. Yakovlev	Russia
204904	M. Bauer	Austria
210536	A. Ngamukol	Equatorial Guinea
173160	N. Viola	Italy
205929	N. Thomsen	Denmark
207465	Felipe	Brazil
209001	M. Fallatah	Saudi Arabia
222825	C. Akolo	DR Congo
192617	T. Perthel	Germany
200298	J. Rivierez	France
204394	E. Gyasi	Ghana
205674	Fran Carbia	Spain
231786	A. Šporar	Slovenia
205163	E. Huws	Wales
209003	J. Silva	Paraguay
215147	L. Giannetti	Argentina
219755	U. Matić	Serbia
227179	J. Muñoz	Colombia
210028	W. Bakhashwain	Saudi Arabia
212332	R. Ramírez	Paraguay
239212	Carlos López	Spain
193900	J. Hunt	England
199789	M. Yumlu	Turkey
213613	S. Gustafson	Sweden
160109	C. Lederos	Chile
240493	A. Paschalakis	Greece
192621	D. Nounkeu	Cameroon
194925	L. Moult	England
205934	N. Murru	Italy
162926	P. Gallagher	Scotland
230510	Vicemte Tófoli	Brazil
190575	F. Zuculini	Argentina
192367	I. Canuto	Argentina
210544	Willyan	Brazil
224368	M. Doumbia	Mali
231280	Iván Alejo	Spain
177520	J. Schuster	Germany
197233	A. Diallo	Senegal
201841	N. Dussenne	Belgium
203889	Y. Touzghar	Tunisia
211057	Pablo Valcarce	Spain
177521	B. Nehrig	Germany
186993	J. Cortés	Mexico
211826	R. Czichos	Germany
227186	A. Batalla	Argentina
199283	E. Lenjani	Albania
233075	Garrido	Spain
169843	B. Turner	England
239475	J. González	United States
131444	R. Würtz	Denmark
210548	L. Capezzi	Italy
189300	M. Johansson	Sweden
198261	T. Ream	United States
200309	T. Darikwa	England
11381	M. Gilks	Scotland
225653	G. Kerk	Netherlands
190581	U. Dávila	Mexico
223862	Vasco Rocha	Portugal
165494	F. Niell	Argentina
169078	L. Freeman	England
234870	E. Karaca	Turkey
189558	B. Salamon	Poland
208247	L. Spendlhofer	Austria
160119	C. Echagovia	Chile
183671	E. Terranova	Italy
230520	Sevinho Santos	Brazil
208505	R. Zozulya	Ukraine
218745	O. Ntcham	France
157305	R. Lindgren	Sweden
177273	J. Domínguez	Mexico
178297	Canella	Spain
209786	A. Gcaba	South Africa
210042	J. Wurtz	Germany
223610	Concha	Spain
188538	V. Sasso	France
192890	E. Trejo	Mexico
201083	M. Kucharczyk	Poland
205691	R. Pucino	Italy
207739	M. Havenaar	Japan
214907	F. Bahlouli	France
232571	S. Nakatani	Japan
181371	Léo Silva	Brazil
193147	A. Gonçalves	France
145020	Mora	Spain
227964	Lucas Venuto	Brazil
178556	D. Holla	Netherlands
213117	S. Lex	Germany
213885	S. Slavchev	Bulgaria
215165	C. Rius	Argentina
220029	S. Khaoui	France
200574	Kim Won Il	Korea Republic
207998	D. Ward	Wales
210814	J. Velázquez	Argentina
162174	D. Biondini	Italy
177278	D. Rangelov	Bulgaria
144511	L. Greco	Italy
210303	D. Linsmayer	Germany
142720	C. Araujo	Argentina
211840	M. Hartmann	Germany
189568	A. Sissoko	Mali
198017	M. Pereira	France
209281	Y. Al Shehri	Saudi Arabia
217217	D. Cerén	El Salvador
219521	M. García	Argentina
161921	P. Leciejewski	Poland
188033	E. El Hadary	Egypt
188289	E. Rivière	France
205186	P. Gazzaniga	Argentina
205954	R. Emelyanov	Russia
214146	E. Perlaza	Colombia
225666	D. Nagy	Hungary
188546	S. Štilić	Bosnia Herzegovina
135043	A. Lindegaard	Denmark
223107	M. Yıldırım	Turkey
230531	Saberto Botelho	Brazil
223876	Hugo Seco	Portugal
226436	H. ter Avest	Netherlands
229764	Córdoba	Spain
205701	S. Delev	Bulgaria
220805	A. Castro	Colombia
222597	E. Ohemeng	Ghana
214918	M. Mier	Uruguay
160134	G. La Parra	Chile
236679	Melendo	Spain
191111	E. Salomonsson	Sweden
198024	Y. de Lanlay	Norway
233096	D. Dumfries	Netherlands
184456	E. Lichaj	United States
187528	K. Kombarov	Russia
199305	M. Wittek	Germany
207753	Oh Ban Suk	Korea Republic
209289	K. Rodrigues	Portugal
223881	J. Chiarini	Argentina
232329	K. Kanatsızkuş	Turkey
189065	F. Renzetti	Italy
199562	Ilie Sánchez	Spain
144010	Y. Kurtuluş	Turkey
230794	Nacho Gil	Spain
233866	O. Edouard	France
234122	Artur	Brazil
192906	L. Rodríguez	Argentina
205963	D. Texeira	Uruguay
211339	R. Cardozo	Bolivia
155532	C. Ikeme	Nigeria
169100	I. Anya	Scotland
236172	Nilson Padilho	Brazil
174732	G. Gómez	Panama
233101	R. Kortsmit	Netherlands
193421	Javi Lara	Spain
199566	M. Nelom	Netherlands
225934	C. Yambéré	Central African Rep.
240526	M. Fouzair	Morocco
176270	Y. Movsisyan	Armenia
201359	M. Abu	Ghana
208015	S. Badji	Senegal
224143	Querol	Spain
186511	René	Spain
213136	S. Willems	France
165520	O. Scarione	Argentina
232080	J. Harrison	England
116368	Y. Hadji	Morocco
199313	A. Bamba	Ivory Coast
213905	S. Gallagher	England
236690	M. Ngadeu-Ngadjui	Cameroon
183955	T. Chevalier	France
191123	D. Alar	Austria
193427	F. Bérenguer	France
199060	G. Tzavellas	Greece
201876	O. Omoijuanfo	Norway
140180	M. Ogasawara	Japan
220052	I. Bubnjić	Croatia
140181	H. Sogahata	Japan
205973	V. Sané	Senegal
144021	C. Schwegler	Switzerland
216981	G. Kastaneer	Netherlands
224917	T. Rakhale	South Africa
179605	A. Taarabt	Morocco
160150	A. Sendillas	Chile
162198	G. Gimbert	France
227990	Señé	Spain
237207	S. Kalu	Nigeria
199832	S. Neumann	Germany
209304	J. Iloki	France
212120	M. Heylen	Belgium
194200	Trujillo	Spain
197785	D. Fabbrini	Italy
200601	Yoon Bit Garam	Korea Republic
205465	M. Pušić	Austria
207769	P. Caballero	Argentina
51353	K. Miller	Scotland
188313	Diogo Viana	Portugal
190361	Toño Ramirez	Spain
200346	M. Żyro	Poland
236186	Ever Corredeira	Brazil
148635	D. De fauw	Belgium
149147	G. Stendardo	Italy
219803	D. Cavaré	France
236699	S. Lukić	Serbia
199580	C. Goldson	England
205212	David Ferreiro	Spain
184220	M. Diskerud	United States
204701	S. Khelifi	Switzerland
206493	Y. Abdelhamid	Morocco
212381	R. Insigne	Italy
215965	C. Strandberg	Sweden
160157	A. Venteros	Chile
229533	Tiago Mesquita	Portugal
183453	P. Oniangué	Congo
201374	Fernández	Spain
202910	D. Mitov Nilsson	FYR Macedonia
212126	N. Ninković	Serbia
173470	C. Leitgeb	Austria
225951	D. Bouanga	Gabon
198560	Carlos Ruiz	Spain
211872	P. Heise	Germany
214944	Gerard	Spain
204449	S. Marzo	Belgium
204450	P. Diamanka	Senegal
213666	R. Loftus-Cheek	England
215970	B. Bolingoli	Belgium
187042	A. Konradsen	Norway
198819	K. Bérigaud	France
140451	M. Kightly	England
159907	A. Adanuy	Chile
170915	Sastre	Spain
189603	M. Morys	Germany
126883	A. Durak	Turkey
198564	Jona	Honduras
202148	A. Khalili	Sweden
161700	F. Clerc	France
51620	C. Varrault	France
209317	P. Vlachodimos	Greece
216229	R. Dugimont	France
235173	I. Sangaré	Ivory Coast
192165	Paulinho	Brazil
204966	Adrián Ortolá	Spain
160166	E. Lueiza	Chile
232870	N. Ueda	Japan
194726	J. Ahlmann	Denmark
213159	G. Morozov	Russia
234151	David Carmona	Spain
235943	Rafa Navarro	Spain
211880	M. Welzmüller	Germany
211881	Q. Moll	Germany
213930	P. Budkivskyi	Ukraine
221610	D. Dibusz	Hungary
223402	E. Taşdemir	Turkey
187818	A. Borysiuk	Poland
188586	J. Flum	Germany
200107	R. Bonevacia	Curacao
136875	B. Lobonţ	Romania
207531	S. Thesker	Germany
232619	K. Shibasaki	Japan
240043	F. Manojlović	Serbia
216492	G. Oboabona	Nigeria
224428	F. Otero Tovar	Colombia
169644	J. Maghoma	DR Congo
219566	F. Friday	Nigeria
214191	R. Perez	Colombia
214447	S. López	Argentina
159919	F. Millados	Chile
232623	Y. Ideguchi	Japan
168879	M. Al Shalhoub	Saudi Arabia
188335	A. Budimir	Croatia
204464	J. Ralls	England
157617	M. Steinhöfer	Germany
223921	D. Kolovos	Greece
159921	R. Abarsola	Chile
160177	H. Galdamos	Chile
124337	A. Turan	Turkey
204210	F. Gardoş	Romania
208306	M. Stępiński	Poland
225970	A. Gnoukouri	Ivory Coast
184242	F. Ojo	Belgium
211635	Jeong Woon	Korea Republic
215987	F. Oreja	Argentina
224179	Borja Iglesias	Spain
167603	A. Ryazantsev	Russia
202164	P. Kitchen	United States
208052	A. Yiadom	Ghana
209332	M. Salvi	Switzerland
229556	Allano	Brazil
232884	S. Doi	Japan
203445	B. Kessel	Germany
209333	C. Maxwell	Wales
221621	S. Birnbaum	United States
159925	I. Modonza	Chile
202678	J. Risdon	Australia
210358	A. Brignoli	Italy
223926	S. Bastien	Belgium
160182	H. Sepulveño	Chile
231862	L. Castro	Colombia
171190	Nauzet Alemán	Spain
8631	Ricardo Pessoa	Portugal
199352	S. Çinaz	Turkey
224440	J. Pollersbeck	Germany
183736	D. Marcellis	Netherlands
191160	M. Gould	South Africa
205753	E. Salli	Cameroon
212409	A. Rentería	Colombia
220089	S. Dursun	Turkey
224953	André Moreira	Portugal
201146	Errasti	Spain
204474	Dani Nieto	Spain
221370	M. Al Buraik	Saudi Arabia
224442	B. Kamara	France
231866	Rodrigo	Spain
188602	W. Rémy	France
195258	L. Schmitz	Germany
198331	M. Vydra	Czech Republic
204731	Joãozinho	Portugal
177083	R. Strauß	Germany
193467	Morcillo	Spain
212156	S. Rincón	Colombia
169404	J. Fejzić	Bosnia Herzegovina
198589	G. Garza	United States
207805	L. Sadiku	Kosovo
222397	M. Risso	Uruguay
224189	Y. Barbet	France
160189	D. Artuago	Chile
232381	Wesley	Brazil
189885	C. Noone	England
220862	J. Hugill	England
232894	T. Iwanami	Japan
181694	J. Carrasso	France
202175	M. Vilhjálmsson	Iceland
229055	S. Aytaç	Turkey
230335	Wagner Orsinho	Brazil
188607	R. Salinas	Mexico
158912	M. Schneuwly	Switzerland
236480	Y. Bissouma	Mali
221890	J. Fulton	Scotland
228546	Omar Perdomo	Spain
195010	Y. Godzyur	Ukraine
221891	U. Vitas	Serbia
166851	K. Árnason	Iceland
110787	Borja Fernández	Spain
190915	K. Wilczek	Poland
219844	F. Bellocq	Argentina
230340	Luisinho Conradi	Brazil
235716	J. Angulo	Ecuador
201925	K. Kraus	Germany
220357	J. Ba Jandouh	Saudi Arabia
226757	M. Escudero	Argentina
181445	R. Bengtsson	Sweden
189893	L. Del Prete	Italy
206534	P. Bamford	England
215495	B. Ndoye	Senegal
217287	J. De Sart	Belgium
167111	D. Belorukov	Russia
186567	K. Adenon	Benin
205512	André Micael	Portugal
229064	J. Rassoul	Senegal
195272	M. Faraoni	Italy
208585	A. Ngando	France
146121	David Barral	Spain
176841	L. Jutkiewicz	England
182473	Li Xuepeng	China PR
187337	G. Molins	Sweden
160202	J. Baiva	Chile
175818	T. De Sutter	Belgium
184010	M. Abdellaoue	Norway
221643	Kim Do Hyeok	Korea Republic
177100	T. Werner	Germany
195020	D. Davis	England
201165	S. Bryzgalov	Russia
146637	Dani Giménez	Spain
228813	Aleix García	Spain
234957	Platiny	Brazil
239053	F. Valverde	Uruguay
183245	Kadu	Brazil
184781	D. Petrić	Serbia
192205	R. Krhin	Slovenia
205518	Y. Croizet	France
173518	T. Clarke	England
122574	S. Whittaker	Scotland
189646	Paulo Miranda	Brazil
202703	O. Vaněk	Czech Republic
213711	A. Rocha	Mexico
215247	M. Ingvartsen	Denmark
216015	N. Moiraghi	Argentina
224719	A. Tashaev	Russia
206544	R. Bezus	Ukraine
156368	M. Molina	Colombia
157392	B. Assou-Ekotto	Cameroon
241104	I. Firer	Slovenia
204497	K. Stöger	Austria
210385	Rui Silva	Portugal
223697	R. Gosens	Germany
229585	M. Degenek	Australia
238033	F. Nita	Romania
179665	A. Pilkington	Republic of Ireland
189905	M. Budziński	Poland
210386	K. Peterson	Sweden
160210	R. Tramos	Chile
169938	Hugo Vieira	Portugal
187602	S. Parshivlyuk	Russia
200915	D. Yılmaz	Azerbaijan
214483	C. Arboleda	Colombia
226515	Andrei Girotto	Brazil
123603	H. Campagnaro	Argentina
158676	W. Kvist	Denmark
51412	T. Cahill	Australia
234966	S. Hernández	Colombia
187350	E. Pérez	Mexico
211927	Kwon Chang Hoon	Korea Republic
212183	Nacho	Spain
156375	D. Álvarez	Mexico
159959	C. Nieldo	Chile
234711	J. Brekalo	Croatia
195031	J. Rojas	Ecuador
159960	G. Sagal	Chile
160216	A. Saltininio	Chile
164568	W. Johnson	Canada
198617	D. Drexler	Germany
204761	G. Hall	England
229337	Matheus Pereira	Brazil
181721	D. Bakar	Comoros
183513	J. Grahl	Germany
200922	S. Schipplock	Germany
230362	Daguinho Parrela	Brazil
199131	A. Tinnerholm	Sweden
202459	J. Drost	Netherlands
209371	B. van Polen	Netherlands
229595	L. Rodríguez	Argentina
123611	A. Mantovani	Italy
209372	M. Saymak	Netherlands
216284	F. Ballas	Germany
189148	J. Murphy	Scotland
195036	S. Winnall	England
213725	L. Phiri	South Africa
230365	Sérgio Espinho	Brazil
239581	R. Dugalić	Serbia
200414	I. Conté	Guinea
212446	L. Garritano	Italy
226271	Fabián	Spain
184287	M. Schönbächler	Switzerland
194783	N. Giannetti	Italy
150496	D. Kumbela	DR Congo
220128	J. Cristaldo	Argentina
222944	Pablo Pérez	Spain
230368	Bernardo Motinho	Brazil
237537	V. Kostevych	Ukraine
238305	Nacho Vidal	Spain
10466	S. Ishizaki	Sweden
209378	B. van Hintum	Netherlands
209890	Y. Musavu-King	Gabon
215266	L. Melano	Argentina
201955	M. Haïdara	France
224739	P. Olayinka	Nigeria
226787	S. Rosales	Argentina
184035	B. Angulo	Colombia
208100	V. Dyakov	Russia
157412	C. Giménez	Mexico
198117	A. Bernardini	Italy
203237	Yu Sang Hun	Korea Republic
206565	J. Walker	Scotland
143589	S. Domínguez	Argentina
216549	A. Sørloth	Norway
181733	A. Lukse	Austria
208102	K. Larsen	Denmark
190438	F. Semb Berge	Norway
198631	Rodri	Spain
19687	A. Głowacki	Poland
198632	J. Zárate	Mexico
199912	S. Kittel	Germany
224232	N. Barella	Italy
53736	L. Camp	Northern Ireland
193768	A. Matthews	Wales
199657	F. Arizala	Colombia
209385	R. Filippi	France
211177	A. Traustason	Iceland
215017	G. Cosaro	Argentina
229865	Óscar Pinchi	Spain
239593	K. Rezaei	Iran
181481	D. Vukovic	Australia
190697	S. Strandberg	Norway
193001	R. Nouri	France
214506	R. Torres	Panama
163050	B. Sharp	England
176618	E. Valencia	Colombia
190698	J. Burić	Bosnia Herzegovina
202475	G. Chanturia	Georgia
226539	Y. Namli	Denmark
235499	D. Benlamri	Algeria
206316	T. Ben Haim	Israel
206317	N. Bitton	Israel
214765	M. Herrera	Argentina
228589	Raphael Guzzo	Portugal
208622	Rubén Sobrino	Spain
155886	S. Henderson	Republic of Ireland
230382	Milton Menceiros	Brazil
216815	Flávio	Brazil
189167	A. Gunnarsson	Iceland
192495	R. Sawyers	St Kitts Nevis
192751	G. Grigalava	Georgia
214000	Y. Reyna	Peru
159984	J. Penroz	Chile
229104	H. Faik	Netherlands
232432	L. Jović	Serbia
173040	A. Bonnet	France
186352	T. Smith	New Zealand
188400	T. Kaminski	Belgium
223473	Filipe Melo	Portugal
185073	Kike Sola	Spain
188657	D. Rudd	England
202994	Han Kyo Won	Korea Republic
213746	Arsénio	Portugal
230386	Césario Figueirido	Brazil
234226	Bruno Viana	Brazil
234994	Ratón	Spain
205555	C. Jorquera	Chile
214515	M. Piedrahita	Colombia
226803	T. Parker	United States
163571	M. Jarvis	England
205556	L. Krajnc	Slovenia
214004	D. Peralta	Colombia
224756	A. Lusamba	France
232692	G. Acosta	Argentina
181236	Fernando Boldrin	Brazil
190196	Z. Touré	Senegal
199413	T. Kempe	Germany
205557	B. Darri	Netherlands
214005	V. Giraldo	Colombia
213750	K. Sema	Sweden
223734	R. García Guerreño	Paraguay
189430	S. Colombi	Italy
164855	J. Lynch	Wales
204280	Cristian Herrera	Spain
236792	T. Souček	Czech Republic
204537	R. Revoredo	Peru
235513	S. Ganvoula	Congo
189177	J. Fleck	Scotland
198138	R. Rojas	Paraguay
205818	R. Woods	England
221434	D. Villalpando	Mexico
222970	E. Oztumer	England
225530	O. Oularé	Belgium
187898	M. Çelik	Sweden
223740	Eguaras	Spain
158716	D. Edwards	Wales
228860	H. Jurjus	Netherlands
175613	J. Choplin	France
50429	J. Álvarez	Venezuela
202238	Muralha	Brazil
230398	Eltson Marques	Brazil
182270	W. Sandilands	South Africa
236287	N. Ibáñez	Argentina
212992	J. Böðvarsson	Iceland
211457	A. Olanare	Nigeria
192001	C. Guzmán	Mexico
215810	C. Lombardi	Italy
238594	A. Dej	Poland
239106	L. Koutris	Greece
190722	M. Sordell	England
198147	M. van der Maarel	Netherlands
199683	K. Çörekçi	Turkey
179971	R. Munsy	DR Congo
202756	N. Bodurov	Bulgaria
211204	D. John	Wales
215556	E. Fernandes	Switzerland
216068	F. Poli	Italy
222724	B. Manuel	Belgium
199173	M. Crimi	Italy
209413	M. Matras	Poland
211461	Luiz Phellype	Brazil
213253	H. Grana	Argentina
156165	M. Mills	England
156421	J. Valenzuela	Mexico
225285	V. Fındıklı	Turkey
225541	A. Kamara	France
235781	Santi Comesaña	Spain
186117	J. Mutch	England
217606	E. Boateng	Ghana
221702	Ewandro	Brazil
160006	C. Mansillas	Chile
228614	G. Holtmann	Germany
190982	Alberto Perea	Spain
193030	M. Lukač	Serbia
217095	A. Baroja	Venezuela
219655	F. Zampano	Italy
160007	A. Escuderos	Chile
183815	G. Flores	Mexico
219912	L. Manyama	South Africa
224520	R. Kent	England
204297	A. O'Connor	Republic of Ireland
209673	D. Dessoleil	Belgium
210441	Fran Sol	Spain
210697	C. Nørgaard	Denmark
155657	P. Celeban	Poland
169737	L. Hernández	Mexico
171017	Íñigo López	Spain
192009	J. Rodríguez	Mexico
220938	J. Correa	Argentina
160010	A. Larenardo	Chile
238858	Bruno Tabata	Brazil
178187	C. Kum	Germany
198156	L. Marín	Argentina
220172	S. Janko	Switzerland
220940	C. Brannagan	England
236300	S. Eduok	Nigeria
183564	J. Buijs	Netherlands
187916	M. Olsson	Sweden
167437	D. Stroh-Engel	Germany
233997	Peter Torreiro	Brazil
187661	A. Zaseev	Russia
193549	S. Hutchinson	England
206606	P. Hofmann	Germany
225294	Edson Farias	Brazil
230414	Igor Madinha	Brazil
187150	W. Buckley	England
200207	C. Martínez Borja	Colombia
161807	M. Kelemen	Slovakia
232207	I. Šaponjić	Serbia
186127	C. Evans	Wales
194319	D. Ward	England
219664	L. Gordinho	South Africa
203537	S. Ameobi	Nigeria
205585	J. Price	England
219409	V. Karavaev	Russia
172561	M. Lumb	Denmark
238609	S. Koita	Niger
184337	Go Yo Han	Korea Republic
189713	E. Falkenburg	Netherlands
203026	P. Filipović	Croatia
206098	Patric	Spain
222226	V. Bozhikov	Bulgaria
224274	S. Zdjelar	Serbia
234002	Caio Tafarell	Brazil
234514	O. El Hajjam	Morocco
205588	I. Höhn	Germany
230164	Luciano Cacheira	Brazil
170516	N. Belmonte	Italy
184084	M. Dreyer	France
202517	A. Vellios	Greece
214037	C. Saiz	Colombia
169493	F. Fielding	England
235029	F. Chalov	Russia
111125	O. Onyewu	United States
209430	R. Ripart	France
226583	S. Papagiannopoulos	Sweden
228887	T. Mrčela	Australia
201240	T. Barkhuizen	England
219160	V. Cantillo	Colombia
235544	S. Memišević	Bosnia Herzegovina
240664	A. Palić	Croatia
189464	D. Daube	Germany
207897	A. Jung	Germany
146969	Iñaki Astiz	Spain
220697	J. Maddison	England
234777	Z. Steffen	United States
189209	S. Bigalke	Germany
190745	M. Silvestri	Italy
198426	G. Castellani	Argentina
219674	V. Hristov	Bulgaria
155930	Andrea Orlandi	Spain
116762	S. Roudet	France
183578	S. Gonther	Germany
211227	M. Kopczyński	Poland
229659	B. Heynen	Belgium
232219	Bismark	Brazil
234779	Caro	Spain
190491	R. Gabrielsen	Norway
199964	M. Pérez	Colombia
202780	A. Zamorano	Mexico
167452	O. Fink	Germany
108060	V. Salatić	Switzerland
195356	M. Delač	Croatia
208157	Juanto	Spain
208158	F. Andrada	Argentina
224542	N. Leyes	Argentina
194078	S. Alibaz	Germany
194846	F. Hanin	France
198687	S. Ciss	Senegal
211999	R. Khedira	Germany
148255	P. Alikin	Russia
219680	C. Hountondji	France
202017	O. Hernández	Cuba
208929	S. Sharahili	Saudi Arabia
235553	Y. Salmier	France
205346	R. Fredericks	England
206114	K. Olsson	Sweden
218658	D. Iorfa	England
223010	L. Morosini	Italy
223266	Rubén Cruz	Spain
234018	Sandeiro Leal	Brazil
188194	L. Ibáñez	Argentina
193314	Aitor	Spain
210723	N. Gießelmann	Germany
218659	M. Targett	England
221475	Lee Chan Dong	Korea Republic
234019	Ranteiro Alves	Brazil
215076	L. Faravelli	Argentina
160036	C. Fauño	Chile
240164	D. Zuma	South Africa
195620	R. Krishna	Fiji
212261	Brandon Thomas	Spain
220709	I. Vargić	Croatia
194085	L. Boussaha	France
208422	R. Sanusi	Belgium
219174	R. Carrera	Argentina
203815	P. Delecroix	France
204071	Gerard Badía	Spain
215335	M. Núñez	Argentina
232487	W. Endo	Japan
178215	L. Scaglia	Italy
183847	M. Masango	South Africa
201512	P. Sagna	France
220968	A. El Messaoudi	Morocco
198953	S. Benedetti	Italy
199721	M. Gorgelin	France
206633	L. Silva	United States
224041	M. Schwäbe	Germany
173097	S. Marinos	Greece
223530	M. Justesen	Denmark
224810	S. Sparagna	France
239402	M. Lüftner	Czech Republic
198955	Juan Muñiz	Spain
199467	E. Sağlik	Belgium
234539	V. Poluyakhtov	Russia
236331	E. Cabaco	Uruguay
194091	M. Jacobs	England
199724	A. Guié Guié	Ivory Coast
204332	P. van Anholt	Netherlands
214572	J. Angulo	Colombia
152620	J. Samuelsen	Norway
209453	A. Frączczak	Poland
157741	S. Bentivoglio	Italy
171565	Linares	Spain
176941	A. Rooney	Republic of Ireland
193581	P. Škuletić	Serbia
204078	R. Wolski	Poland
215598	S. Tarashaj	Switzerland
155694	S. De Petter	Belgium
159278	A. Garofalo	Italy
174382	Sunny	Nigeria
212783	O. Gaber	Egypt
45104	M. Rasmussen	Denmark
139057	C. Rodríguez	Argentina
204849	M. Bueno	Mexico
223537	E. Berggreen	Denmark
230193	Carvamelinho	Brazil
233265	R. Oudin	France
192561	L. Thy	Germany
198962	R. M'Bolhi	Algeria
203570	S. Dallas	Northern Ireland
205618	S. Walsh	Netherlands
230194	Jaimosa Cavaco	Brazil
203315	G. Teigl	Austria
216371	A. Timofeev	Russia
222515	Z. Ferhat	Algeria
171315	Alfaro	Spain
228404	C. Techera	Uruguay
230708	J. Worrall	England
237364	K. Sarfo	Ghana
209717	G. Hernández	Mexico
231733	Curro Sánchez	Spain
193333	N. Brighenti	Italy
214582	C. Bonilla	Colombia
227638	S. Abdullahi	Nigeria
201271	J. Ankersen	Denmark
209975	Alex	Brazil
212791	Kim Seung Dae	Korea Republic
230967	B. Lozano	Uruguay
192567	M. Zimmermann	Germany
211000	Y. Minev	Bulgaria
212024	G. Cvijanović	Slovenia
216376	Marco Sangalli	Spain
221753	M. Sobottka	Germany
233785	R. Bormuth	Germany
194361	T. Makino	Japan
201530	B. Martella	Italy
143674	R. Raţ	Romania
211514	R. James	England
149306	V. Bojinov	Bulgaria
159034	S. Taylor	England
178490	R. Acquafresca	Italy
162875	U. Uçar	Turkey
193339	J. Estrada	Colombia
207676	Rafael Silva	Brazil
210492	A. Al Jebreen	Saudi Arabia
230460	Prazeracinho	Brazil
239932	A. Dovbnya	Russia
149309	A. Rosati	Italy
158525	K. Jones	Trinidad & Tobago
229949	Anderson Lopes	Brazil
204350	A. Trajkovski	FYR Macedonia
156478	Y. Abe	Japan
172094	M. Bravo	Argentina
190783	M. Holgersson	Sweden
204352	D. Arslanagic	Belgium
232000	Lee Seung Woo	Korea Republic
234048	E. Ocansey	Ghana
204353	C. Forsyth	Scotland
208449	C. Hérelle	France
199234	S. Stangl	Austria
200770	F. Haugen	Norway
209474	Wagner	Brazil
232514	G. Carabajal	Argentina
156483	C. Lucchetti	Argentina
199748	J. Knudsen	Denmark
149572	P. Sammarco	Italy
224836	V. Milinković-Savić	Serbia
184900	Kim Kwang Suk	Korea Republic
213829	A. Cerri	Italy
214341	J. Ávila	Colombia
231493	L. Kleinheisler	Hungary
233029	R. Aliendro	Argentina
194885	C. Erbes	Argentina
186950	F. Daprelà	Switzerland
192070	J. Baffo	Sweden
196935	Miquel	Spain
209223	A. Al Faraj	Saudi Arabia
215111	G. Verón	Argentina
229703	D. Goutas	Greece
10824	P. Mtiliga	Denmark
153160	R. Raldes	Bolivia
103496	A. Cossu	Italy
187208	A. Saldívar	Mexico
203593	G. Maluleka	South Africa
229705	J. Duverne	France
213578	D. Frahn	Germany
171082	S. De Ridder	Belgium
173130	M. Scozzarella	Italy
194122	W. Grigg	Northern Ireland
204875	P. Grbić	Montenegro
209483	M. Hassen	France
182091	K. Barbarouses	New Zealand
190283	Mario Fernández	Spain
202060	E. Bergström	Sweden
160076	L. Munesos	Chile
233292	M. Barbieri	Argentina
177996	Mário Felgueiras	Portugal
189772	M. Woolford	England
213325	F. Píriz	Uruguay
177741	W. López	Uruguay
214094	C. Arias	Colombia
152910	C. Nasuti	Argentina
234062	J. Kouffaty	Venezuela
174670	P. Małecki	Poland
193870	Pedro Trigueira	Portugal
171087	Christian Fernández	Spain
193103	P. Schönfeld	Germany
214096	T. Kleindienst	Germany
151376	K. Arkivuo	Finland
189776	M. Watkins	Wales
147537	A. Dantsev	Russia
224081	K. Phillips	England
229969	J. van der Lely	Netherlands
239953	Léo Jabá	Brazil
178513	T. Bianchi	Italy
179537	H. Singh	Norway
53073	S. Kulovits	Austria
202322	N. Næss	Norway
192594	G. Kagelmacher	Uruguay
203603	M. Pospíšil	Czech Republic
208723	J. Schauerte	Germany
212819	K. Nagai	Japan
215123	A. Aguerre	Argentina
18771	L. Steele	England
228179	A. Castro	Argentina
189267	D. Bernhardt	Germany
196948	O. García	Honduras
213588	A. Sánchez	Argentina
148564	S. Peszko	Poland
230228	Paulo Fajarda	Brazil
233556	R. Orsolini	Italy
